case,algo,seed,timestep,success_rate,avg_return,hole_rate,avg_episode_length
case2_slippery_4x4,PPO,2,38000,0.63,0.63,0.345,35.56
case2_slippery_4x4,PPO,2,40000,0.58,0.58,0.385,35.215
case2_slippery_4x4,PPO,2,42000,0.585,0.585,0.38,39.585
case2_slippery_4x4,PPO,2,44000,0.56,0.56,0.415,32.77
case2_slippery_4x4,PPO,2,46000,0.585,0.585,0.375,36.86
case2_slippery_4x4,PPO,2,48000,0.665,0.665,0.285,36.16
case2_slippery_4x4,PPO,2,50000,0.63,0.63,0.34,35.32
case2_slippery_4x4,PPO,2,52000,0.6,0.6,0.375,36.01
case2_slippery_4x4,PPO,2,54000,0.575,0.575,0.395,36.85
case2_slippery_4x4,PPO,2,56000,0.595,0.595,0.37,37.41
case2_slippery_4x4,PPO,2,58000,0.6,0.6,0.36,35.61
case2_slippery_4x4,PPO,2,60000,0.595,0.595,0.38,33.34
case2_slippery_4x4,PPO,3,2000,0.04,0.04,0.96,5.83
case2_slippery_4x4,PPO,3,4000,0.135,0.135,0.865,18.71
case2_slippery_4x4,PPO,3,6000,0.035,0.035,0.965,5.605
case2_slippery_4x4,PPO,3,8000,0.115,0.115,0.885,12.955
case2_slippery_4x4,PPO,3,10000,0.03,0.03,0.97,5.005
case2_slippery_4x4,PPO,3,12000,0.05,0.05,0.95,6.635
case2_slippery_4x4,PPO,3,14000,0.095,0.095,0.905,9.66
case2_slippery_4x4,PPO,3,16000,0.095,0.095,0.905,7.565
case2_slippery_4x4,PPO,3,18000,0.095,0.095,0.905,11.315
case2_slippery_4x4,PPO,3,20000,0.12,0.12,0.88,7.55
case2_slippery_4x4,PPO,3,22000,0.1,0.1,0.9,12.66
case2_slippery_4x4,PPO,3,24000,0.13,0.13,0.87,12.2
case2_slippery_4x4,PPO,3,26000,0.205,0.205,0.795,13.95
case2_slippery_4x4,PPO,3,28000,0.205,0.205,0.795,13.705
case2_slippery_4x4,PPO,3,30000,0.185,0.185,0.815,12.85
case2_slippery_4x4,PPO,3,32000,0.23,0.23,0.77,15.17
case2_slippery_4x4,PPO,3,34000,0.26,0.26,0.74,13.99
case2_slippery_4x4,PPO,3,36000,0.225,0.225,0.775,14.27
case2_slippery_4x4,PPO,3,38000,0.26,0.26,0.74,15.0
case2_slippery_4x4,PPO,3,40000,0.255,0.255,0.745,15.35
case2_slippery_4x4,PPO,3,42000,0.17,0.17,0.83,14.255
case2_slippery_4x4,PPO,3,44000,0.215,0.215,0.785,14.525
case2_slippery_4x4,PPO,3,46000,0.255,0.255,0.745,15.485
case2_slippery_4x4,PPO,3,48000,0.2,0.2,0.8,14.295
case2_slippery_4x4,PPO,3,50000,0.2,0.2,0.8,13.68
case2_slippery_4x4,PPO,3,52000,0.235,0.235,0.765,13.84
case2_slippery_4x4,PPO,3,54000,0.175,0.175,0.825,14.155
case2_slippery_4x4,PPO,3,56000,0.24,0.24,0.76,13.915
case2_slippery_4x4,PPO,3,58000,0.23,0.23,0.77,14.185
case2_slippery_4x4,PPO,3,60000,0.18,0.18,0.82,15.325
case2_slippery_4x4,PPO,4,2000,0.035,0.035,0.965,8.615
case2_slippery_4x4,PPO,4,4000,0.055,0.055,0.945,7.565
case2_slippery_4x4,PPO,4,6000,0.0,0.0,1.0,8.955
case2_slippery_4x4,PPO,4,8000,0.08,0.08,0.92,7.615
case2_slippery_4x4,PPO,4,10000,0.0,0.0,1.0,7.09
case2_slippery_4x4,PPO,4,12000,0.105,0.105,0.895,7.4
case2_slippery_4x4,PPO,4,14000,0.105,0.105,0.895,8.635
case2_slippery_4x4,PPO,4,16000,0.175,0.175,0.825,16.53
case2_slippery_4x4,PPO,4,18000,0.075,0.075,0.925,7.56
case2_slippery_4x4,PPO,4,20000,0.2,0.2,0.8,13.975
case2_slippery_4x4,PPO,4,22000,0.185,0.185,0.815,13.915
case2_slippery_4x4,PPO,4,24000,0.13,0.13,0.87,14.07
case2_slippery_4x4,PPO,4,26000,0.195,0.195,0.805,12.94
case2_slippery_4x4,PPO,4,28000,0.21,0.21,0.79,14.74
case2_slippery_4x4,PPO,4,30000,0.26,0.26,0.74,15.22
case2_slippery_4x4,PPO,4,32000,0.17,0.17,0.83,14.785
case2_slippery_4x4,PPO,4,34000,0.245,0.245,0.755,19.75
case2_slippery_4x4,PPO,4,36000,0.325,0.325,0.67,21.055
case2_slippery_4x4,PPO,4,38000,0.32,0.32,0.68,22.12
case2_slippery_4x4,PPO,4,40000,0.255,0.255,0.745,20.845
case2_slippery_4x4,PPO,4,42000,0.245,0.245,0.755,19.69
case2_slippery_4x4,PPO,4,44000,0.25,0.25,0.75,19.22
case2_slippery_4x4,PPO,4,46000,0.27,0.27,0.73,19.97
case2_slippery_4x4,PPO,4,48000,0.315,0.315,0.685,20.235
case2_slippery_4x4,PPO,4,50000,0.275,0.275,0.72,22.055
case2_slippery_4x4,PPO,4,52000,0.26,0.26,0.74,20.125
case2_slippery_4x4,PPO,4,54000,0.3,0.3,0.695,19.855
case2_slippery_4x4,PPO,4,56000,0.31,0.31,0.69,20.395
case2_slippery_4x4,PPO,4,58000,0.27,0.27,0.73,20.35
case2_slippery_4x4,PPO,4,60000,0.295,0.295,0.705,19.945
case3_hard_slippery_8x8,DQN,0,2000,0.0,0.0,0.985,27.62
case3_hard_slippery_8x8,DQN,0,4000,0.005,0.005,0.99,28.905
case3_hard_slippery_8x8,DQN,0,6000,0.0,0.0,0.49,82.01
case3_hard_slippery_8x8,DQN,0,8000,0.0,0.0,0.13,95.14
case3_hard_slippery_8x8,DQN,0,10000,0.015,0.015,0.935,34.36
case3_hard_slippery_8x8,DQN,0,12000,0.0,0.0,0.67,71.66
case3_hard_slippery_8x8,DQN,0,14000,0.0,0.0,0.69,69.25
case3_hard_slippery_8x8,DQN,0,16000,0.005,0.005,0.355,84.55
case3_hard_slippery_8x8,DQN,0,18000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,0,20000,0.055,0.055,0.87,45.78
case3_hard_slippery_8x8,DQN,0,22000,0.02,0.02,0.555,68.915
case3_hard_slippery_8x8,DQN,0,24000,0.0,0.0,0.92,25.225
case3_hard_slippery_8x8,DQN,0,26000,0.185,0.185,0.535,66.92
case3_hard_slippery_8x8,DQN,0,28000,0.18,0.18,0.295,84.905
case3_hard_slippery_8x8,DQN,0,30000,0.175,0.175,0.325,82.33
case3_hard_slippery_8x8,DQN,0,32000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,0,34000,0.13,0.13,0.505,72.145
case3_hard_slippery_8x8,DQN,0,36000,0.055,0.055,0.615,69.85
case3_hard_slippery_8x8,DQN,0,38000,0.01,0.01,0.755,56.22
case3_hard_slippery_8x8,DQN,0,40000,0.145,0.145,0.21,87.97
case3_hard_slippery_8x8,DQN,0,42000,0.055,0.055,0.91,30.87
case3_hard_slippery_8x8,DQN,0,44000,0.12,0.12,0.4,80.105
case3_hard_slippery_8x8,DQN,0,46000,0.04,0.04,0.19,93.155
case3_hard_slippery_8x8,DQN,0,48000,0.165,0.165,0.505,72.07
case3_hard_slippery_8x8,DQN,0,50000,0.06,0.06,0.605,70.045
case3_hard_slippery_8x8,DQN,0,52000,0.07,0.07,0.455,79.88
case3_hard_slippery_8x8,DQN,0,54000,0.055,0.055,0.5,76.38
case3_hard_slippery_8x8,DQN,0,56000,0.25,0.25,0.425,72.875
case3_hard_slippery_8x8,DQN,0,58000,0.055,0.055,0.505,77.915
case3_hard_slippery_8x8,DQN,0,60000,0.085,0.085,0.77,61.08
case3_hard_slippery_8x8,DQN,0,62000,0.035,0.035,0.755,60.47
case3_hard_slippery_8x8,DQN,0,64000,0.125,0.125,0.42,78.08
case3_hard_slippery_8x8,DQN,0,66000,0.485,0.485,0.065,81.495
case3_hard_slippery_8x8,DQN,0,68000,0.395,0.395,0.05,85.26
case3_hard_slippery_8x8,DQN,0,70000,0.12,0.12,0.035,94.9
case3_hard_slippery_8x8,DQN,0,72000,0.365,0.365,0.03,86.8
case3_hard_slippery_8x8,DQN,0,74000,0.245,0.245,0.045,91.62
case3_hard_slippery_8x8,DQN,0,76000,0.36,0.36,0.075,82.83
case3_hard_slippery_8x8,DQN,0,78000,0.405,0.405,0.14,81.85
case3_hard_slippery_8x8,DQN,0,80000,0.315,0.315,0.0,91.165
case3_hard_slippery_8x8,DQN,0,82000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,0,84000,0.13,0.13,0.285,80.475
case3_hard_slippery_8x8,DQN,0,86000,0.125,0.125,0.19,89.18
case3_hard_slippery_8x8,DQN,0,88000,0.29,0.29,0.0,93.01
case3_hard_slippery_8x8,DQN,0,90000,0.17,0.17,0.09,89.195
case3_hard_slippery_8x8,DQN,0,92000,0.375,0.375,0.02,86.18
case3_hard_slippery_8x8,DQN,0,94000,0.185,0.185,0.27,81.45
case3_hard_slippery_8x8,DQN,0,96000,0.37,0.37,0.14,80.125
case3_hard_slippery_8x8,DQN,0,98000,0.45,0.45,0.09,82.6
case3_hard_slippery_8x8,DQN,0,100000,0.395,0.395,0.105,82.475
case3_hard_slippery_8x8,DQN,0,102000,0.27,0.27,0.36,73.405
case3_hard_slippery_8x8,DQN,0,104000,0.34,0.34,0.325,68.59
case3_hard_slippery_8x8,DQN,0,106000,0.15,0.15,0.025,94.845
case3_hard_slippery_8x8,DQN,0,108000,0.38,0.38,0.26,71.75
case3_hard_slippery_8x8,DQN,0,110000,0.365,0.365,0.28,69.365
case3_hard_slippery_8x8,DQN,0,112000,0.325,0.325,0.365,67.57
case3_hard_slippery_8x8,DQN,0,114000,0.4,0.4,0.285,69.265
case3_hard_slippery_8x8,DQN,0,116000,0.42,0.42,0.055,84.06
case3_hard_slippery_8x8,DQN,0,118000,0.47,0.47,0.21,69.255
case3_hard_slippery_8x8,DQN,0,120000,0.2,0.2,0.215,87.285
case3_hard_slippery_8x8,DQN,1,2000,0.0,0.0,0.995,27.275
case3_hard_slippery_8x8,DQN,1,4000,0.0,0.0,0.55,78.955
case3_hard_slippery_8x8,DQN,1,6000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,8000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,10000,0.025,0.025,0.345,83.28
case3_hard_slippery_8x8,DQN,1,12000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,14000,0.0,0.0,0.785,58.775
case3_hard_slippery_8x8,DQN,1,16000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,18000,0.0,0.0,0.265,91.615
case3_hard_slippery_8x8,DQN,1,20000,0.0,0.0,0.135,95.325
case3_hard_slippery_8x8,DQN,1,22000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,24000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,26000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,28000,0.0,0.0,0.355,88.315
case3_hard_slippery_8x8,DQN,1,30000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,32000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,34000,0.0,0.0,0.385,84.365
case3_hard_slippery_8x8,DQN,1,36000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,38000,0.0,0.0,0.175,94.245
case3_hard_slippery_8x8,DQN,1,40000,0.0,0.0,0.51,78.095
case3_hard_slippery_8x8,DQN,1,42000,0.0,0.0,0.435,83.25
case3_hard_slippery_8x8,DQN,1,44000,0.055,0.055,0.18,91.395
case3_hard_slippery_8x8,DQN,1,46000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,48000,0.0,0.0,0.24,90.25
case3_hard_slippery_8x8,DQN,1,50000,0.0,0.0,0.005,99.675
case3_hard_slippery_8x8,DQN,1,52000,0.0,0.0,0.27,90.04
case3_hard_slippery_8x8,DQN,1,54000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,56000,0.02,0.02,0.265,88.805
case3_hard_slippery_8x8,DQN,1,58000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,60000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,62000,0.0,0.0,0.09,97.21
case3_hard_slippery_8x8,DQN,1,64000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,66000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,68000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,70000,0.0,0.0,0.04,97.9
case3_hard_slippery_8x8,DQN,1,72000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,74000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,76000,0.0,0.0,0.305,88.06
case3_hard_slippery_8x8,DQN,1,78000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,80000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,82000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,84000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,86000,0.0,0.0,0.08,98.44
case3_hard_slippery_8x8,DQN,1,88000,0.06,0.06,0.445,79.065
case3_hard_slippery_8x8,DQN,1,90000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,92000,0.05,0.05,0.24,88.445
case3_hard_slippery_8x8,DQN,1,94000,0.06,0.06,0.745,49.0
case3_hard_slippery_8x8,DQN,1,96000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,98000,0.04,0.04,0.57,74.74
case3_hard_slippery_8x8,DQN,1,100000,0.12,0.12,0.295,84.7
case3_hard_slippery_8x8,DQN,1,102000,0.0,0.0,0.775,66.68
case3_hard_slippery_8x8,DQN,1,104000,0.055,0.055,0.7,55.32
case3_hard_slippery_8x8,DQN,1,106000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,108000,0.0,0.0,0.105,96.375
case3_hard_slippery_8x8,DQN,1,110000,0.0,0.0,0.095,97.155
case3_hard_slippery_8x8,DQN,1,112000,0.23,0.23,0.45,69.11
case3_hard_slippery_8x8,DQN,1,114000,0.4,0.4,0.3,68.625
case3_hard_slippery_8x8,DQN,1,116000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,1,118000,0.18,0.18,0.52,70.845
case3_hard_slippery_8x8,DQN,1,120000,0.18,0.18,0.455,72.29
case3_hard_slippery_8x8,DQN,2,2000,0.0,0.0,1.0,4.655
case3_hard_slippery_8x8,DQN,2,4000,0.0,0.0,1.0,4.74
case3_hard_slippery_8x8,DQN,2,6000,0.0,0.0,1.0,4.41
case3_hard_slippery_8x8,DQN,2,8000,0.0,0.0,1.0,4.815
case3_hard_slippery_8x8,DQN,2,10000,0.0,0.0,1.0,4.465
case3_hard_slippery_8x8,DQN,2,12000,0.0,0.0,1.0,7.79
case3_hard_slippery_8x8,DQN,2,14000,0.0,0.0,1.0,15.35
case3_hard_slippery_8x8,DQN,2,16000,0.0,0.0,0.965,27.96
case3_hard_slippery_8x8,DQN,2,18000,0.085,0.085,0.77,49.045
case3_hard_slippery_8x8,DQN,2,20000,0.0,0.0,0.95,41.255
case3_hard_slippery_8x8,DQN,2,22000,0.0,0.0,0.99,24.8
case3_hard_slippery_8x8,DQN,2,24000,0.0,0.0,0.97,33.125
case3_hard_slippery_8x8,DQN,2,26000,0.0,0.0,0.99,12.225
case3_hard_slippery_8x8,DQN,2,28000,0.015,0.015,0.98,7.46
case3_hard_slippery_8x8,DQN,2,30000,0.29,0.29,0.385,66.4
case3_hard_slippery_8x8,DQN,2,32000,0.0,0.0,0.99,25.265
case3_hard_slippery_8x8,DQN,2,34000,0.105,0.105,0.81,32.185
case3_hard_slippery_8x8,DQN,2,36000,0.0,0.0,0.995,28.465
case3_hard_slippery_8x8,DQN,2,38000,0.0,0.0,0.985,29.215
case3_hard_slippery_8x8,DQN,2,40000,0.035,0.035,0.93,13.03
case3_hard_slippery_8x8,DQN,2,42000,0.0,0.0,0.43,84.0
case3_hard_slippery_8x8,DQN,2,44000,0.05,0.05,0.935,16.045
case3_hard_slippery_8x8,DQN,2,46000,0.125,0.125,0.775,40.11
case3_hard_slippery_8x8,DQN,2,48000,0.105,0.105,0.57,63.14
case3_hard_slippery_8x8,DQN,2,50000,0.14,0.14,0.0,95.225
case3_hard_slippery_8x8,DQN,2,52000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,2,54000,0.095,0.095,0.195,89.005
case3_hard_slippery_8x8,DQN,2,56000,0.325,0.325,0.185,80.305
case3_hard_slippery_8x8,DQN,2,58000,0.16,0.16,0.615,57.43
case3_hard_slippery_8x8,DQN,2,60000,0.115,0.115,0.825,30.02
case3_hard_slippery_8x8,DQN,2,62000,0.105,0.105,0.215,87.175
case3_hard_slippery_8x8,DQN,2,64000,0.175,0.175,0.09,90.6
case3_hard_slippery_8x8,DQN,2,66000,0.17,0.17,0.325,77.79
case3_hard_slippery_8x8,DQN,2,68000,0.165,0.165,0.715,42.775
case3_hard_slippery_8x8,DQN,2,70000,0.43,0.43,0.105,81.12
case3_hard_slippery_8x8,DQN,2,72000,0.18,0.18,0.185,84.365
case3_hard_slippery_8x8,DQN,2,74000,0.395,0.395,0.245,71.83
case3_hard_slippery_8x8,DQN,2,76000,0.355,0.355,0.17,80.34
case3_hard_slippery_8x8,DQN,2,78000,0.28,0.28,0.29,77.825
case3_hard_slippery_8x8,DQN,2,80000,0.28,0.28,0.38,72.52
case3_hard_slippery_8x8,DQN,2,82000,0.1,0.1,0.47,74.555
case3_hard_slippery_8x8,DQN,2,84000,0.085,0.085,0.415,78.82
case3_hard_slippery_8x8,DQN,2,86000,0.29,0.29,0.04,89.005
case3_hard_slippery_8x8,DQN,2,88000,0.355,0.355,0.07,84.85
case3_hard_slippery_8x8,DQN,2,90000,0.39,0.39,0.09,83.245
case3_hard_slippery_8x8,DQN,2,92000,0.385,0.385,0.255,72.185
case3_hard_slippery_8x8,DQN,2,94000,0.385,0.385,0.33,68.5
case3_hard_slippery_8x8,DQN,2,96000,0.355,0.355,0.0,89.25
case3_hard_slippery_8x8,DQN,2,98000,0.325,0.325,0.11,84.555
case3_hard_slippery_8x8,DQN,2,100000,0.43,0.43,0.2,73.505
case3_hard_slippery_8x8,DQN,2,102000,0.38,0.38,0.285,69.085
case3_hard_slippery_8x8,DQN,2,104000,0.335,0.335,0.07,87.365
case3_hard_slippery_8x8,DQN,2,106000,0.44,0.44,0.245,73.935
case3_hard_slippery_8x8,DQN,2,108000,0.34,0.34,0.09,85.73
case3_hard_slippery_8x8,DQN,2,110000,0.405,0.405,0.23,72.085
case3_hard_slippery_8x8,DQN,2,112000,0.415,0.415,0.235,74.61
case3_hard_slippery_8x8,DQN,2,114000,0.33,0.33,0.0,89.675
case3_hard_slippery_8x8,DQN,2,116000,0.45,0.45,0.09,81.57
case3_hard_slippery_8x8,DQN,2,118000,0.43,0.43,0.035,84.83
case3_hard_slippery_8x8,DQN,2,120000,0.42,0.42,0.015,85.745
case3_hard_slippery_8x8,DQN,3,2000,0.0,0.0,1.0,16.395
case3_hard_slippery_8x8,DQN,3,4000,0.0,0.0,0.965,32.88
case3_hard_slippery_8x8,DQN,3,6000,0.0,0.0,0.185,94.675
case3_hard_slippery_8x8,DQN,3,8000,0.0,0.0,0.445,83.93
case3_hard_slippery_8x8,DQN,3,10000,0.0,0.0,0.49,79.135
case3_hard_slippery_8x8,DQN,3,12000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,3,14000,0.0,0.0,0.13,96.17
case3_hard_slippery_8x8,DQN,3,16000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,3,18000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,3,20000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,3,22000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,3,24000,0.0,0.0,0.605,74.435
case3_hard_slippery_8x8,DQN,3,26000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,3,28000,0.0,0.0,0.075,97.15
case3_hard_slippery_8x8,DQN,3,30000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,3,32000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,3,34000,0.005,0.005,0.335,86.56
case3_hard_slippery_8x8,DQN,3,36000,0.06,0.06,0.57,67.175
case3_hard_slippery_8x8,DQN,3,38000,0.05,0.05,0.605,71.09
case3_hard_slippery_8x8,DQN,3,40000,0.05,0.05,0.905,23.035
case3_hard_slippery_8x8,DQN,3,42000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,3,44000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,3,46000,0.06,0.06,0.575,71.91
case3_hard_slippery_8x8,DQN,3,48000,0.275,0.275,0.305,74.355
case3_hard_slippery_8x8,DQN,3,50000,0.485,0.485,0.16,74.21
case3_hard_slippery_8x8,DQN,3,52000,0.36,0.36,0.085,84.175
case3_hard_slippery_8x8,DQN,3,54000,0.43,0.43,0.205,72.685
case3_hard_slippery_8x8,DQN,3,56000,0.09,0.09,0.88,22.875
case3_hard_slippery_8x8,DQN,3,58000,0.315,0.315,0.35,67.175
case3_hard_slippery_8x8,DQN,3,60000,0.165,0.165,0.285,80.545
case3_hard_slippery_8x8,DQN,3,62000,0.19,0.19,0.275,79.44
case3_hard_slippery_8x8,DQN,3,64000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,3,66000,0.15,0.15,0.525,65.78
case3_hard_slippery_8x8,DQN,3,68000,0.21,0.21,0.505,64.555
case3_hard_slippery_8x8,DQN,3,70000,0.4,0.4,0.09,82.755
case3_hard_slippery_8x8,DQN,3,72000,0.13,0.13,0.195,90.24
case3_hard_slippery_8x8,DQN,3,74000,0.225,0.225,0.125,86.8
case3_hard_slippery_8x8,DQN,3,76000,0.32,0.32,0.36,66.61
case3_hard_slippery_8x8,DQN,3,78000,0.385,0.385,0.08,83.525
case3_hard_slippery_8x8,DQN,3,80000,0.425,0.425,0.05,82.43
case3_hard_slippery_8x8,DQN,3,82000,0.355,0.355,0.28,72.15
case3_hard_slippery_8x8,DQN,3,84000,0.375,0.375,0.315,67.14
case3_hard_slippery_8x8,DQN,3,86000,0.085,0.085,0.585,69.74
case3_hard_slippery_8x8,DQN,3,88000,0.24,0.24,0.435,70.89
case3_hard_slippery_8x8,DQN,3,90000,0.46,0.46,0.25,69.415
case3_hard_slippery_8x8,DQN,3,92000,0.32,0.32,0.39,67.9
case3_hard_slippery_8x8,DQN,3,94000,0.415,0.415,0.24,72.68
case3_hard_slippery_8x8,DQN,3,96000,0.355,0.355,0.275,70.945
case3_hard_slippery_8x8,DQN,3,98000,0.415,0.415,0.285,69.06
case3_hard_slippery_8x8,DQN,3,100000,0.37,0.37,0.1,84.205
case3_hard_slippery_8x8,DQN,3,102000,0.38,0.38,0.285,69.775
case3_hard_slippery_8x8,DQN,3,104000,0.45,0.45,0.205,73.955
case3_hard_slippery_8x8,DQN,3,106000,0.375,0.375,0.24,75.125
case3_hard_slippery_8x8,DQN,3,108000,0.225,0.225,0.25,80.615
case3_hard_slippery_8x8,DQN,3,110000,0.13,0.13,0.44,74.27
case3_hard_slippery_8x8,DQN,3,112000,0.295,0.295,0.155,84.865
case3_hard_slippery_8x8,DQN,3,114000,0.34,0.34,0.125,85.015
case3_hard_slippery_8x8,DQN,3,116000,0.22,0.22,0.0,92.79
case3_hard_slippery_8x8,DQN,3,118000,0.36,0.36,0.315,66.095
case3_hard_slippery_8x8,DQN,3,120000,0.355,0.355,0.0,90.0
case3_hard_slippery_8x8,DQN,4,2000,0.0,0.0,0.97,32.635
case3_hard_slippery_8x8,DQN,4,4000,0.025,0.025,0.6,73.95
case3_hard_slippery_8x8,DQN,4,6000,0.0,0.0,0.215,91.855
case3_hard_slippery_8x8,DQN,4,8000,0.02,0.02,0.105,95.67
case3_hard_slippery_8x8,DQN,4,10000,0.1,0.1,0.265,83.95
case3_hard_slippery_8x8,DQN,4,12000,0.09,0.09,0.575,68.775
case3_hard_slippery_8x8,DQN,4,14000,0.01,0.01,0.665,67.4
case3_hard_slippery_8x8,DQN,4,16000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,4,18000,0.115,0.115,0.455,74.18
case3_hard_slippery_8x8,DQN,4,20000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,4,22000,0.145,0.145,0.69,49.07
case3_hard_slippery_8x8,DQN,4,24000,0.005,0.005,0.685,63.16
case3_hard_slippery_8x8,DQN,4,26000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,4,28000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,4,30000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,4,32000,0.2,0.2,0.175,88.51
case3_hard_slippery_8x8,DQN,4,34000,0.145,0.145,0.695,51.305
case3_hard_slippery_8x8,DQN,4,36000,0.185,0.185,0.19,86.69
case3_hard_slippery_8x8,DQN,4,38000,0.16,0.16,0.615,54.785
case3_hard_slippery_8x8,DQN,4,40000,0.15,0.15,0.255,82.995
case3_hard_slippery_8x8,DQN,4,42000,0.255,0.255,0.245,75.75
case3_hard_slippery_8x8,DQN,4,44000,0.195,0.195,0.17,81.245
case3_hard_slippery_8x8,DQN,4,46000,0.2,0.2,0.45,72.625
case3_hard_slippery_8x8,DQN,4,48000,0.19,0.19,0.305,79.265
case3_hard_slippery_8x8,DQN,4,50000,0.39,0.39,0.22,71.655
case3_hard_slippery_8x8,DQN,4,52000,0.355,0.355,0.155,81.58
case3_hard_slippery_8x8,DQN,4,54000,0.265,0.265,0.4,70.425
case3_hard_slippery_8x8,DQN,4,56000,0.24,0.24,0.21,81.64
case3_hard_slippery_8x8,DQN,4,58000,0.14,0.14,0.595,58.835
case3_hard_slippery_8x8,DQN,4,60000,0.3,0.3,0.17,80.725
case3_hard_slippery_8x8,DQN,4,62000,0.46,0.46,0.08,81.235
case3_hard_slippery_8x8,DQN,4,64000,0.21,0.21,0.065,90.72
case3_hard_slippery_8x8,DQN,4,66000,0.43,0.43,0.245,71.82
case3_hard_slippery_8x8,DQN,4,68000,0.445,0.445,0.23,69.03
case3_hard_slippery_8x8,DQN,4,70000,0.285,0.285,0.38,72.265
case3_hard_slippery_8x8,DQN,4,72000,0.365,0.365,0.07,84.655
case3_hard_slippery_8x8,DQN,4,74000,0.41,0.41,0.275,70.29
case3_hard_slippery_8x8,DQN,4,76000,0.41,0.41,0.325,65.92
case3_hard_slippery_8x8,DQN,4,78000,0.42,0.42,0.215,73.115
case3_hard_slippery_8x8,DQN,4,80000,0.245,0.245,0.205,81.265
case3_hard_slippery_8x8,DQN,4,82000,0.455,0.455,0.195,72.405
case3_hard_slippery_8x8,DQN,4,84000,0.215,0.215,0.445,69.29
case3_hard_slippery_8x8,DQN,4,86000,0.205,0.205,0.225,81.75
case3_hard_slippery_8x8,DQN,4,88000,0.24,0.24,0.2,83.55
case3_hard_slippery_8x8,DQN,4,90000,0.455,0.455,0.175,74.925
case3_hard_slippery_8x8,DQN,4,92000,0.415,0.415,0.265,70.025
case3_hard_slippery_8x8,DQN,4,94000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,DQN,4,96000,0.13,0.13,0.005,95.66
case3_hard_slippery_8x8,DQN,4,98000,0.28,0.28,0.15,85.0
case3_hard_slippery_8x8,DQN,4,100000,0.335,0.335,0.345,72.685
case3_hard_slippery_8x8,DQN,4,102000,0.395,0.395,0.06,82.84
